Тип підприємства;Підприємство;Область;Кіл-ть робочих місць;Сума інвестицій, млн.грн;longitude;latitude;sf_coordinates
Заводи, які будуються;Завод з переробки рідких радіоактивних відходів;Київська;NA;400;30.098966;51.391881;c(30.098966, 51.391881)
Заводи, які будуються;Завод з виробництва біоетанолу;Одеська;400;NA;30.103259;47.878439;c(30.103259, 47.878439)
Заводи, які будуються;"Завод коркувальних засобів і поліграфічних виробів АТ ""Технологія""";Сумська;200;115;34.771895;50.949455;c(34.771895, 50.949455)
Заводи, які будуються;Цукровий завод;Черкаська;NA;NA;31.151252;49.33458;c(31.151252, 49.33458)
Заводи, які будуються;Завод з виготовлення продукції з полівінілхлориду;Черкаська;1500;NA;31.865691;49.204489;c(31.865691, 49.204489)
Заводи, які будуються;Кондитерська фабрика;Кіровоградська;500;NA;32.282664;48.470003;c(32.282664, 48.470003)
Заводи, які будуються;Підприємство по переробці сільськогосподарської продукції;Кіровоградська;20;6;31.62799;48.6562;c(31.62799, 48.6562)
Заводи, які будуються;Сміттєпереробний завод;Львівська;NA;NA;24.080231;49.864432;c(24.080231, 49.864432)
Заводи, які будуються;Сміттєпереробна лінія;Вінницька;NA;4;28.752247;49.739965;c(28.752247, 49.739965)
Заводи, які будуються;Сміттєпереробна лінія;Хмельницька;NA;NA;26.585644;48.742697;c(26.585644, 48.742697)
Заводи, які будуються;Борошномельний завод;Київська;NA;NA;31.781765;50.256819;c(31.781765, 50.256819)
Заводи, які будуються;Молокозавод;Вінницька;25;NA;29.338602;48.260678;c(29.338602, 48.260678)
Заводи, які будуються;Завод з виробництва сонячних панелей;Вінницька;NA;NA;28.497883;49.264519;c(28.497883, 49.264519)
Заводи, які будуються;Завод комплектуючих для авто;Івано-Франківська;NA;NA;24.622483;49.277464;c(24.622483, 49.277464)
Заводи, які будуються;Цегельний завод;Тернопільська;NA;NA;25.344314;49.539715;c(25.344314, 49.539715)
Заводи, які будуються;М'ясопереробний завод;Івано-Франківська;700;NA;24.628924;49.050331;c(24.628924, 49.050331)
Заводи, які будуються;Хлібопекарський комплекс;Харківська;1e3;NA;36.389857;49.987042;c(36.389857, 49.987042)
Заводи, які будуються;Завод Plank Electrotechnic;Київська;NA;NA;30.186341;49.783855;c(30.186341, 49.783855)
Заводи, які будуються;Завод з виробництва кабельно-провідникової продукції;Хмельницька;500;NA;26.968796;49.434712;c(26.968796, 49.434712)
Заводи, які будуються;Комплекс з гранулювання сульфату амонію;Дніпропетровська;74;211;33.469656;47.964137;c(33.469656, 47.964137)
Заводи, які будуються;Завод з виробництва тканин;Чернігівська;80;130;31.28935;51.4982;c(31.28935, 51.4982)
Електростанції;"Сонячна електростанція ""Лео-Солар-Енерджі""";Львівська;3;30;24.067027;49.876685;c(24.067027, 49.876685)
Електростанції;Сонячна електростанція;Запорізька;7;NA;36.061209;47.61275;c(36.061209, 47.61275)
Електростанції;"Сонячна електростанція ""Дібрівка""";Кіровоградська;2;NA;32.161344;48.060279;c(32.161344, 48.060279)
Електростанції;"Сонячна електростанція ""Білозерка""";Херсонська;NA;NA;32.441373;46.626707;c(32.441373, 46.626707)
Електростанції;"Солнечная электростанция ""Станіславчик""";Вінницька;NA;NA;28.104184;48.971838;c(28.104184, 48.971838)
Електростанції;Сонячна електростанція;Івано-Франківська;NA;NA;25.569911;48.446424;c(25.569911, 48.446424)
Електростанції;"Сонячна електростанція ""Балки""";Вінницька;NA;NA;27.719144;49.0496;c(27.719144, 49.0496)
Електростанції;Сонячна електростанція;Дніпропетровська;NA;20;35.157261;48.558152;c(35.157261, 48.558152)
Електростанції;"Сонячна електростанція ""Велітон-2,5""";Херсонська;NA;NA;34.63364;46.238649;c(34.63364, 46.238649)
Електростанції;"Сонячна електростанція ""Верховка-2,8""";Вінницька;NA;NA;29.152859;48.453283;c(29.152859, 48.453283)
Електростанції;"Сонячна електростанція ""Велиген-6,0""";Херсонська;NA;NA;34.661436;46.231212;c(34.661436, 46.231212)
Електростанції;"Сонячна електростанція ""Глубочок""";Вінницька;NA;NA;29.403963;48.531704;c(29.403963, 48.531704)
Електростанції;Сонячна електростанція;Вінницька;NA;NA;28.080057;48.749915;c(28.080057, 48.749915)
Електростанції;Сонячна електростанція;Вінницька;NA;NA;29.734325;48.490558;c(29.734325, 48.490558)
Електростанції;Сонячна електростанція м.Каховка;Херсонська;NA;NA;33.476828;46.797026;c(33.476828, 46.797026)
Електростанції;Сонячна електростанція;Вінницька;NA;NA;28.484218;49.529383;c(28.484218, 49.529383)
Електростанції;Сонячна електростанція;Вінницька;NA;NA;29.364352;48.216005;c(29.364352, 48.216005)
Електростанції;Сонячна електростанція;Закарпатська;NA;NA;22.415497;48.692127;c(22.415497, 48.692127)
Електростанції;Сонячна електростанція;Вінницька;NA;NA;28.321432;48.240209;c(28.321432, 48.240209)
Електростанції;Сонячна електростанція; Чернівецька;NA;NA;25.732578;48.625583;c(25.732578, 48.625583)
Електростанції;Сонячна електростанція;Дніпропетровська;NA;NA;34.351626;47.627012;c(34.351626, 47.627012)
Електростанції;Сонячна електростанція;Дніпропетровська;25;NA;34.335324;47.630668;c(34.335324, 47.630668)
Електростанції;Сонячна електростанція;Миколаївська;NA;NA;32.148212;46.995467;c(32.148212, 46.995467)
Електростанції;"Сонячна електростанція ""Гута-2""";Закарпатська;NA;NA;22.378639;48.708893;c(22.378639, 48.708893)
Електростанції;Сонячна електростанція СЕ-3;Закарпатська;NA;NA;22.23146;48.488113;c(22.23146, 48.488113)
Електростанції;"Сонячна електростанція ""Кам'янече""";Кіровоградська;10;70;30.697297;48.723426;c(30.697297, 48.723426)
Електростанції;"Сонячна електростанція ""Озерна""";Львівська;NA;NA;23.428208;49.966213;c(23.428208, 49.966213)
Електростанції;"Сонячна електростанція ""Красне""";Одеська;NA;NA;29.246249;46.118365;c(29.246249, 46.118365)
Електростанції;"Сонячна електростанція ""Броварська""";Київська;NA;NA;30.7909;50.511083;c(30.7909, 50.511083)
Електростанції;"Сонячна електростанція ""Фабрика""";Херсонська;NA;NA;32.643911;46.672603;c(32.643911, 46.672603)
Електростанції;Сонячна електростанція;Одеська;NA;NA;28.983169;45.585051;c(28.983169, 45.585051)
Електростанції;Сонячна електростанція;Львівська;NA;NA;23.439057;49.291703;c(23.439057, 49.291703)
Електростанції;Сонячна електростація;Львівська;NA;NA;24.116983;49.466653;c(24.116983, 49.466653)
Електростанції;"Сонячна електроснація ""Яворів""";Львівська;NA;2080;23.504878;49.935288;c(23.504878, 49.935288)
Електростанції;Трифонівська сонячна електростанція;Херсонська;NA;NA;33.523748;47.253727;c(33.523748, 47.253727)
Електростанції;СЕС Солар Парк Веселе;Запорізька;NA;NA;34.89353;47.024782;c(34.89353, 47.024782)
Електростанції;Самбірська сонячна станція-2;Львівська;NA;NA;23.257475;49.507743;c(23.257475, 49.507743)
Електростанції;Сонячна електростанція;Херсонська;NA;NA;32.389601999999996;46.409269;c(32.389602, 46.409269)
Електростанції;Сонячна електростанція;Херсонська;NA;NA;32.736648;46.624058;c(32.736648, 46.624058)
Електростанції;Чорноминська СЕС 2;Вінницька;NA;NA;29.026703;48.225637999999996;c(29.026703, 48.225638)
Електростанції;Димерська сонячна електростанція;Київська;NA;NA;30.89324;50.589992;c(30.89324, 50.589992)
Електростанції;Геліосистема;Донецька;NA;5;37.503465;47.057977;c(37.503465, 47.057977)
Електростанції;"Сонячна електростанція ""Рубанівка""";Херсонська;12;30;34.14424;47.011815;c(34.14424, 47.011815)
Електростанції;Сонячна електростанція;Херсонська;NA;NA;34.398165;46.559399;c(34.398165, 46.559399)
Електростанції;Сонячна електростанція;Запорізька;NA;NA;35.469992;46.631777;c(35.469992, 46.631777)
Електростанції;Сонячна електростанція;Запорізька;NA;NA;34.585138;47.506689;c(34.585138, 47.506689)
Електростанції;"Сонячна електростанція ""Терновиця""";Львівська;NA;149;23.485293;49.900001;c(23.485293, 49.900001)
Електростанції;"Сонячна електростанція ""Солар Чорнобиль-1""";Київська;NA;NA;30.053731;51.404829;c(30.053731, 51.404829)
Електростанції;Сонячна електростанція;Хмельницька;NA;NA;27.314402;48.750048;c(27.314402, 48.750048)
Електростанції;Сонячна електростанція;Хмельницька;NA;NA;26.898301;48.889113;c(26.898301, 48.889113)
Електростанції;Сонячна електростанція;Хмельницька;NA;NA;27.427786;49.279733;c(27.427786, 49.279733)
Електростанції;Сонячна електроснація;Одеська;NA;NA;29.94604;46.040326;c(29.94604, 46.040326)
Електростанції;"Сонячна електростанція ""Іванівка-2""";Кіровоградська;NA;NA;31.244603;48.763013;c(31.244603, 48.763013)
Електростанції;Сонячна електростанція;Кіровоградська;NA;0.093;30.880759;48.246246;c(30.880759, 48.246246)
Електростанції;Сонячна електростанція;Кіровоградська;NA;NA;31.507107;48.336379;c(31.507107, 48.336379)
Електростанції;"Сонячна електростанція ""ТАВАНЬ СОЛАР 1""";Херсонська;NA;NA;33.426532;46.852475;c(33.426532, 46.852475)
Електростанції;"Сонячна електростанція ""ТАВАНЬ СОЛАР 2""";Херсонська;NA;NA;33.433342;46.850981;c(33.433342, 46.850981)
Електростанції;"Сонячна електростанція ""ТАВАНЬ СОЛАР 3""";Херсонська;NA;NA;33.430665;46.850826;c(33.430665, 46.850826)
Електростанції;Сонячна електростанція;Одеська;NA;NA;30.309182;46.459189;c(30.309182, 46.459189)
Електростанції;Сонячна електростанція;Вінницька;NA;21;29.223855;48.705266;c(29.223855, 48.705266)
Електростанції;"Сонячна електростанція ""Добрівлянська ФЕС""";Тернопільська;10;120;25.7516;48.669673;c(25.7516, 48.669673)
Електростанції;Сонячна електростанція;Івано-Франківська;NA;NA;23.936949;49.075292;c(23.936949, 49.075292)
Електростанції;Сонячна електростанція;Миколаївська;NA;68;31.307341;47.607465;c(31.307341, 47.607465)
Електростанції;Сонячна електростанція;Івано-Франківська;NA;NA;24.264092;48.754445;c(24.264092, 48.754445)
Електростанції;Сонячна електростанція;Дніпропетровська;NA;NA;35.132239;48.589056;c(35.132239, 48.589056)
Електростанції;Сонячна електростанція;Дніпропетровська;NA;NA;35.769923;48.562895;c(35.769923, 48.562895)
Електростанції;Сонячна електростанція;Запорізька;75;NA;35.70739;47.267981;c(35.70739, 47.267981)
Електростанції;Сонячна електростанція;Дніпропетровська;450;8160;35.979624;48.401081;c(35.979624, 48.401081)
Електростанції;Нікопольська СЕС;Дніпропетровська;NA;7360;34.267438;47.665402;c(34.267438, 47.665402)
Електростанції;Сонячна електростанція;Херсонська;NA;NA;32.145869;46.572328;c(32.145869, 46.572328)
Електростанції;"Сонячна електростанція ""Богуслав 1""";Київська;NA;NA;30.873257;49.565662;c(30.873257, 49.565662)
Електростанції;Сонячна електростанція;Кіровоградська;NA;NA;33.177961;48.460005;c(33.177961, 48.460005)
Електростанції;Сонячна електростанція;Дніпропетровська;NA;NA;34.856673;48.213037;c(34.856673, 48.213037)
Електростанції;"Сонячна електростанція ""Щирець-1""";Львівська;NA;64;23.842896;49.645473;c(23.842896, 49.645473)
Електростанції;Сонячна електростанція;Дніпропетровська;NA;NA;34.878725;48.595217;c(34.878725, 48.595217)
Електростанції;Сонячна електростанція;Кіровоградська;NA;NA;31.594191;48.170665;c(31.594191, 48.170665)
Електростанції;Сонячна електростанція;Хмельницька;NA;NA;26.413438;48.651664;c(26.413438, 48.651664)
Електростанції;Сонячна електростанція;Хмельницька;NA;NA;27.064031;48.593255;c(27.064031, 48.593255)
Електростанції;Сонячна електростанція;Вінницька;NA;NA;28.605894;49.082332;c(28.605894, 49.082332)
Електростанції;Сонячна електростанція; Чернівецька;NA;NA;25.341771;48.388513;c(25.341771, 48.388513)
Електростанції;Сонячна електростанція;Івано-Франківська;NA;NA;25.412239;48.549987;c(25.412239, 48.549987)
Електростанції;Дахова сонячна електростанція;Херсонська;NA;NA;33.698699;46.445703;c(33.698699, 46.445703)
Електростанції;Сонячна електростанція;Херсонська;NA;NA;32.862102;46.480532;c(32.862102, 46.480532)
Електростанції;Сонячна електростанція;Херсонська;NA;NA;32.957662;46.353662;c(32.957662, 46.353662)
Електростанції;Сонячна електростанція;Кіровоградська;NA;NA;32.258173;48.242653;c(32.258173, 48.242653)
Електростанції;Сонячна електростанція;Кіровоградська;NA;NA;32.294655;48.238623;c(32.294655, 48.238623)
Електростанції;Сонячна електростанція;Київська;NA;NA;30.893211;49.556677;c(30.893211, 49.556677)
Електростанції;Сонячна електростанція;Харківська;NA;NA;36.208925;50.119772;c(36.208925, 50.119772)
Електростанції;Сонячна електростанція;Івано-Франківська;NA;NA;24.646438;48.98867;c(24.646438, 48.98867)
Електростанції;"Сонячна електростанція ""Монастирчани""";Івано-Франківська;NA;NA;24.457519;48.723911;c(24.457519, 48.723911)
Електростанції;Сонячна електростанція;Закарпатська;NA;NA;22.376351;48.420005;c(22.376351, 48.420005)
Електростанції;Сонячна електростанція;Івано-Франківська;NA;NA;24.653798;48.852855;c(24.653798, 48.852855)
Електростанції;Сонячна електростанція;Запорізька;NA;NA;35.710823;47.263321;c(35.710823, 47.263321)
Електростанції;Сонячна електростанція;Житомирська;NA;NA;28.710172;49.893394;c(28.710172, 49.893394)
Електростанції;Сонячна електростанція;Дніпропетровська;NA;NA;35.048962;48.589666;c(35.048962, 48.589666)
Електростанції;"Сонячна електростанція ""Сонячна""";Кіровоградська;NA;170;32.666045;48.17891;c(32.666045, 48.17891)
Електростанції;Гібридна електростанція;Одеська;150;13390;30.326603;46.506741;c(30.326603, 46.506741)
Електростанції;Сонячна електростанція;Одеська;12;NA;28.91266;45.344224;c(28.91266, 45.344224)
Електростанції;Сонячна електростанція;Хмельницька;8;NA;26.373105;49.126961;c(26.373105, 49.126961)
Електростанції;Сонячна електростанція;Дніпропетровська;20;NA;33.282226;47.553524;c(33.282226, 47.553524)
Електростанції;Сонячна електростанція;Херсонська;10;NA;34.763132;46.333312;c(34.763132, 46.333312)
Електростанції;Сонячна електростанція;Одеська;NA;NA;30.348277;46.02396;c(30.348277, 46.02396)
Електростанції;Сонячна електростанція;Херсонська;NA;NA;32.423492;46.755772;c(32.423492, 46.755772)
Електростанції;Сонячна електростанція;Одеська;NA;NA;29.085628;46.042895;c(29.085628, 46.042895)
Електростанції;Сонячна електростанція;Івано-Франківська;NA;NA;24.735319;48.85837;c(24.735319, 48.85837)
Електростанції;Сонячна електростанція;Івано-Франківська;NA;NA;25.519146;48.422868;c(25.519146, 48.422868)
Електростанції;"Сонячна електростанція ""Маків-1""";Хмельницька;NA;NA;26.711719;48.791984;c(26.711719, 48.791984)
Електростанції;Сонячна електростанція;Херсонська;NA;NA;32.881139;46.760472;c(32.881139, 46.760472)
Електростанції;Сонячна електростанція;Хмельницька;NA;NA;26.407369;49.48072;c(26.407369, 49.48072)
Електростанції;Сонячна електростанція;Івано-Франківська;NA;NA;25.44215;48.798916;c(25.44215, 48.798916)
Електростанції;Сонячна електростанція;Івано-Франківська;NA;NA;24.663778;49.114689;c(24.663778, 49.114689)
Електростанції;Сонячна електростанція;Івано-Франківська;NA;NA;24.751521;49.135912;c(24.751521, 49.135912)
Електростанції;"Сонячна електростанція ""Веряця-1""";Закарпатська;NA;NA;23.168353;48.14719;c(23.168353, 48.14719)
Електростанції;"Сонячна електростанція ""Веряця-2""";Закарпатська;NA;NA;23.172219;48.144817;c(23.172219, 48.144817)
Електростанції;Сонячна електростанція;Миколаївська;NA;NA;32.179036;47.043948;c(32.179036, 47.043948)
Електростанції;Сонячна електростанція;Запорізька;NA;NA;34.971644;47.994512;c(34.971644, 47.994512)
Електростанції;Сонячна електростанція;Херсонська;NA;NA;32.560714;46.753024;c(32.560714, 46.753024)
Електростанції;Сонячна електростанція;Хмельницька;NA;NA;27.591815;49.866432;c(27.591815, 49.866432)
Електростанції;"Сонячна електростанція ""Миролюбівка""";Херсонська;NA;NA;32.286672;46.726493;c(32.286672, 46.726493)
Електростанції;"Сонячна електростанція ""Олешки-2""";Херсонська;NA;NA;32.801066;46.629765;c(32.801066, 46.629765)
Електростанції;"Сонячна електростанція ""Олешки-1""";Херсонська;NA;NA;32.760491;46.612924;c(32.760491, 46.612924)
Електростанції;Сонячна електростанція;Хмельницька;NA;NA;27.002323;49.483637;c(27.002323, 49.483637)
Електростанції;"Сонячна електростанція ""Енергетичні поля СЕС Терновиця Енерджі""";Львівська;NA;NA;23.46515;49.923764;c(23.46515, 49.923764)
Електростанції;Сонячна електростанція;Львівська;NA;NA;23.457679;49.927348;c(23.457679, 49.927348)
Електростанції;Сонячна електростанція;Чернігівська;4;NA;31.385855;51.615386;c(31.385855, 51.615386)
Електростанції;"Сонячна електростанція ""Либідь""";Дніпропетровська;NA;NA;34.123499;48.473308;c(34.123499, 48.473308)
Електростанції;"Сонячна електростанція ""Укртрансгазу""";Київська;NA;NA;30.289033;50.350028;c(30.289033, 50.350028)
Електростанції;Писарівська сонячна електростанція;Вінницька;NA;NA;28.597669;49.18563;c(28.597669, 49.18563)
Електростанції;"Сонячна станція ""Іванівка-160""";Черкаська;NA;NA;31.235332;48.764054;c(31.235332, 48.764054)
Електростанції;Сонячна електростанція;Кіровоградська;NA;NA;31.506995;48.336314;c(31.506995, 48.336314)
Електростанції;Сонячна електростанція;Кіровоградська;NA;NA;31.593094;48.177207;c(31.593094, 48.177207)
Електростанції;"Сонячна електростанція ""Рівнянська-2""";Кіровоградська;NA;NA;31.753473;48.250821;c(31.753473, 48.250821)
Електростанції;"Сонячна електростанція ""Рівнянська-400""";Кіровоградська;NA;NA;31.750102;48.253512;c(31.750102, 48.253512)
Електростанції;"Сонячна станція ""Рассвєт""";Кіровоградська;NA;NA;31.761818;48.194413;c(31.761818, 48.194413)
Електростанції;"Сонячна станція ""Трак-Солар""";Кіровоградська;NA;NA;32.216264;48.519423;c(32.216264, 48.519423)
Електростанції;"Сонячна електростанція ""Златодар""";Черкаська;NA;2;32.069403;49.658628;c(32.069403, 49.658628)
Електростанції;Сонячна електростанція;Львівська;NA;14;24.212005;49.917181;c(24.212005, 49.917181)
Електростанції;Сонячна електростанція;Дніпропетровська;NA;NA;35.022643;48.533209;c(35.022643, 48.533209)
Електростанції;Сонячна електростанція;Дніпропетровська;NA;NA;34.98534;48.474173;c(34.98534, 48.474173)
Електростанції;Дахова сонячна електростанція;Дніпропетровська;NA;NA;35.033803;48.4953;c(35.033803, 48.4953)
Електростанції;Дахова сонячна електростанція;Івано-Франківська;NA;NA;24.738022;48.913059;c(24.738022, 48.913059)
Електростанції;Сонячна електростанція;Київська;NA;NA;31.007222;49.550001;c(31.007222, 49.550001)
Електростанції;Сонячна електростанція; Чернівецька;NA;NA;26.051892;48.348197;c(26.051892, 48.348197)
Електростанції;Сонячна електростанція;Сумська;NA;NA;33.48033;50.72984;c(33.48033, 50.72984)
Електростанції;Сонячна електростанція;Полтавська;NA;NA;32.417577;50.119837;c(32.417577, 50.119837)
Електростанції;"Сонячна електростанція ""Монастирчани-2""";Івано-Франківська;NA;NA;24.459246;48.725189;c(24.459246, 48.725189)
Електростанції;Сонячна електростанція;Івано-Франківська;NA;NA;25.084517;48.525886;c(25.084517, 48.525886)
Електростанції;Сонячна електростанція;Хмельницька;3;22;27.536007;49.894004;c(27.536007, 49.894004)
Електростанції;Сонячна електростанція;Кіровоградська;NA;NA;33.501207;48.336479;c(33.501207, 48.336479)
Електростанції;"Вітропарк ""Причорноморський""";Миколаївська;NA;NA;31.738268;46.632258;c(31.738268, 46.632258)
Електростанції;"Вітроелектростанція ""Старий Самбір-1""";Львівська;NA;NA;23.014136;49.443575;c(23.014136, 49.443575)
Електростанції;"Вітроелектростанція ""Старий Самбір-2""";Львівська;NA;NA;22.984746;49.445948;c(22.984746, 49.445948)
Електростанції;"Вітроелектростанція ""Сокальський вітропарк""";Львівська;NA;NA;24.184968;50.447561;c(24.184968, 50.447561)
Електростанції;Вітроелектростанція;Івано-Франківська;NA;NA;23.915712;48.895025;c(23.915712, 48.895025)
Електростанції;Вітроелектростанція;Львівська;NA;NA;24.319723;50.350001;c(24.319723, 50.350001)
Електростанції;Приморська вітроелектростанція;Запорізька;NA;9600;35.969831;46.693134;c(35.969831, 46.693134)
Електростанції;Вітроелектростанція;Рівненська;NA;NA;25.712085;50.422735;c(25.712085, 50.422735)
Електростанції;"Вітроелектростанція ""Овер’янівська""";Херсонська;NA;4e3;34.423181;46.197629;c(34.423181, 46.197629)
Електростанції;"Вітроелектростанція ""Новотроїцька""";Херсонська;NA;1920;34.393369;46.211265;c(34.393369, 46.211265)
Електростанції;"Вітряний парк ""Причорноморський""";Миколаївська;NA;NA;31.367185;46.699608;c(31.367185, 46.699608)
Електростанції;Вітроелектростанція;Львівська;NA;NA;24.280156;50.486354;c(24.280156, 50.486354)
Електростанції;"Вітроелектростанція ""Дніпро-Бузька""";Херсонська;15;NA;32.109648;46.613168;c(32.109648, 46.613168)
Електростанції;Вітроелектростанція;Тернопільська;NA;NA;24.829639;49.437345;c(24.829639, 49.437345)
Електростанції;"Вітроелектростанція ""Шевченкове-1""";Івано-Франківська;NA;192;25.399189;48.53309;c(25.399189, 48.53309)
Електростанції;Вітроелектростанція;Одеська;NA;8e3;29.962445;46.335915;c(29.962445, 46.335915)
Електростанції;Вітроелектростанція;Одеська;NA;NA;31.04702;46.702084;c(31.04702, 46.702084)
Електростанції;"Вітроелектростанція ""Овід Вінд""";Одеська;NA;NA;30.468521;46.19124;c(30.468521, 46.19124)
Електростанції;Теплоелектростанція;Рівненська;NA;NA;25.777473;50.391309;c(25.777473, 50.391309)
Електростанції;Котельня на біопаливі;Чернігівська;NA;NA;30.745713;51.522189;c(30.745713, 51.522189)
Електростанції;Котельня на біопаливі;Хмельницька;NA;NA;26.580023;48.683973;c(26.580023, 48.683973)
Електростанції;Котельня на біопаливі;Хмельницька;NA;NA;26.576845;48.664698;c(26.576845, 48.664698)
Електростанції;Котельня на біопаливі;Хмельницька;NA;NA;26.606636;48.67271;c(26.606636, 48.67271)
Електростанції;Котельня на біопаливі;Хмельницька;NA;NA;26.566279;48.703635;c(26.566279, 48.703635)
Електростанції;Котельня на біопаливі;Хмельницька;NA;NA;26.595446;48.688858;c(26.595446, 48.688858)
Електростанції;Біогазова ТЕС;Черкаська;NA;NA;30.21544;48.769929;c(30.21544, 48.769929)
Електростанції;Біогазова ТЕС;Дніпропетровська;NA;NA;33.341828;47.872472;c(33.341828, 47.872472)
Електростанції;Біогазова ТЕС;Дніпропетровська;NA;NA;33.412481;47.956845;c(33.412481, 47.956845)
Електростанції;Біогазова ТЕС;Житомирська;29;NA;28.680654;50.240596;c(28.680654, 50.240596)
Електростанції;Біогазова ТЕС;Хмельницька;5;20;26.964507;49.456092;c(26.964507, 49.456092)
Електростанції;Біогазова ТЕС;Полтавська;NA;NA;33.431202;49.012578;c(33.431202, 49.012578)
Електростанції;Біогазова ТЕС;Чернігівська;NA;NA;31.22515;51.523069;c(31.22515, 51.523069)
Електростанції;Біогазова ТЕС;Волинська;NA;NA;25.214579;50.850942;c(25.214579, 50.850942)
Електростанції;Біогазова ТЕС;Хмельницька;NA;NA;26.598737;48.671211;c(26.598737, 48.671211)
Електростанції;Гідроелектростанція;Вінницька;NA;13;28.229856;49.49576;c(28.229856, 49.49576)
Електростанції;"Гідроелектростанція "" Брустурянка""";Закарпатська;NA;150;23.942043;48.336601;c(23.942043, 48.336601)
Електростанції;Каховська гідроелектростанція-2;Херсонська;NA;13440;33.369224;46.779088;c(33.369224, 46.779088)
Електростанції;гідроелектростанція Лебединська;Кіровоградська;2;NA;30.444113;48.377362;c(30.444113, 48.377362)
Електростанції;Міні-гідроелектростанція;Кіровоградська;5;44;30.520506;48.532211;c(30.520506, 48.532211)
Електростанції;Міні-гідроелектростанція;Кіровоградська;5;44;30.532102;48.463408;c(30.532102, 48.463408)
Електростанції;Міні-гідроелектростанція;Кіровоградська;5;44;30.515888;48.488773;c(30.515888, 48.488773)
Електростанції;Міні-гідроелектростанція;Житомирська;NA;21;27.687609;50.295234;c(27.687609, 50.295234)
Електростанції;Міні-гідроелектростанція;Черкаська;NA;NA;30.521273;48.99824;c(30.521273, 48.99824)
Електростанції;Міні-гідроелектростанція;Дніпропетровська;NA;6;36.001868;48.209215;c(36.001868, 48.209215)
Електростанції;Міні-гідроелектростанція;Івано-Франківська;NA;NA;24.161329;48.964162;c(24.161329, 48.964162)
Електростанції;Дністровська ГАЕС;Вінницька;NA;NA;27.47778;48.516886;c(27.47778, 48.516886)
Електростанції;Сонячна електростанція;Закарпатська;NA;NA;23.585729;48.111297;c(23.585729, 48.111297)
Електростанції;Сонячна електростанція;Полтавська;NA;NA;34.294670000000004;49.35935;c(34.29467, 49.35935)
Елеватори/термінали;Елеватор;Кіровоградська;NA;NA;32.205248;48.514505;c(32.205248, 48.514505)
Елеватори/термінали;Зерносховища для зберігання сільськогосподарських культур;Кіровоградська;NA;2;30.693407;48.660973;c(30.693407, 48.660973)
Елеватори/термінали;"Зерновий термінал ""Баловнянська виробнича база""";Миколаївська;115;400;31.917189;47.085294;c(31.917189, 47.085294)
Елеватори/термінали;Зерновий термінал;Одеська;NA;NA;31.026743;46.617802;c(31.026743, 46.617802)
Елеватори/термінали;Зерновий термінал;Миколаївська;NA;60;31.773142;47.274223;c(31.773142, 47.274223)
Елеватори/термінали;Елеватор;Одеська;NA;45;29.131387;48.087766;c(29.131387, 48.087766)
Елеватори/термінали;Елеватор (с.Ястребове);Тернопільська;NA;NA;25.362084;49.468886;c(25.362084, 49.468886)
Елеватори/термінали;Зерновий термінал;Миколаївська;150;NA;32.004923;46.949742;c(32.004923, 46.949742)
Елеватори/термінали;Зерновий термінал Louis Dreyfus та Бруклін-Київ;Одеська;NA;NA;30.748084;46.485186;c(30.748084, 46.485186)
Елеватори/термінали;Зерновий термінал Risoil S.A.;Одеська;NA;NA;30.656693;46.310302;c(30.656693, 46.310302)
Елеватори/термінали;Зерновий термінал;Одеська;NA;NA;30.740261;46.492115;c(30.740261, 46.492115)
Елеватори/термінали;Елеватор для зберігання зерна;Тернопільська;NA;NA;26.132497;49.593338;c(26.132497, 49.593338)
Елеватори/термінали;Елеватор для зберігання зерна;Полтавська;NA;NA;32.514605;50.243699;c(32.514605, 50.243699)
Елеватори/термінали;Елеватор для зберігання зерна;Кіровоградська;2;25;31.593805;48.177981;c(31.593805, 48.177981)
Елеватори/термінали;Елеватор для сушіння зерна;Чернігівська;NA;78;31.198956;51.241572;c(31.198956, 51.241572)
Елеватори/термінали;Елеватор для очищення, сушіння зерна;Полтавська;NA;300;32.512459;50.244111;c(32.512459, 50.244111)
Елеватори/термінали;Елеватор для зберігання зерна;Полтавська;NA;NA;33.259997;49.392023;c(33.259997, 49.392023)
Елеватори/термінали;Елеватор для зберігання зерна;Чернігівська;NA;75;31.888099;51.037796;c(31.888099, 51.037796)
Елеватори/термінали;Елеватор для зберігання зерна;Тернопільська;NA;NA;25.340971;49.07062;c(25.340971, 49.07062)
Елеватори/термінали;Елеватор для зберігання зерна;Івано-Франківська;NA;NA;25.47717;48.682171;c(25.47717, 48.682171)
Елеватори/термінали;Елеватор для зберігання зерна;Вінницька;NA;NA;27.897227;49.619729;c(27.897227, 49.619729)
Елеватори/термінали;Елеватор для зберігання зерна;Тернопільська;NA;NA;25.5099;49.424235;c(25.5099, 49.424235)
Елеватори/термінали;Елеватор для зберігання зерна;Вінницька;NA;120;29.381204;48.813947;c(29.381204, 48.813947)
Елеватори/термінали;Елеватор для зберігання зерна;Житомирська;NA;7;28.290128;51.409718;c(28.290128, 51.409718)
Елеватори/термінали;Елеваторний комплекс;Запорізька;120;NA;35.047588;47.619818;c(35.047588, 47.619818)
Елеватори/термінали;Кооперативний елеватор;Дніпропетровська;NA;NA;36.022671;48.206183;c(36.022671, 48.206183)
